Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
196,Eliminated,5,5,6,2,4,48.0%,50,8.50,86.0%,58.0%,54.0%,48.0%,-,-,-,-,-,-,-
197,Eliminated,5,5,6,2,6,48.0%,50,9.66,80.0%,62.0%,58.0%,48.0%,-,-,-,-,-,-,-
198,Eliminated,5,5,8,3,10,48.0%,50,10.74,90.0%,50.0%,54.0%,48.0%,-,-,-,-,-,-,-
199,Eliminated,5,10,4,3,6,48.0%,50,10.94,80.0%,66.0%,52.0%,48.0%,-,-,-,-,-,-,-
200,Eliminated,5,10,4,3,10,48.0%,50,12.06,84.0%,56.0%,50.0%,48.0%,-,-,-,-,-,-,-
201,Eliminated,5,10,6,3,8,48.0%,50,12.86,82.0%,58.0%,56.0%,48.0%,-,-,-,-,-,-,-
202,Eliminated,10,0,0,1,8,48.0%,50,4.24,88.0%,54.0%,54.0%,48.0%,-,-,-,-,-,-,-
203,Eliminated,10,0,4,2,4,48.0%,50,4.74,96.0%,56.0%,52.0%,48.0%,-,-,-,-,-,-,-
204,Eliminated,10,15,4,2,10,48.0%,50,13.52,80.0%,60.0%,52.0%,48.0%,-,-,-,-,-,-,-
205,Eliminated,10,15,6,3,10,48.0%,50,14.60,86.0%,52.0%,56.0%,48.0%,-,-,-,-,-,-,-
206,Eliminated,10,20,8,3,6,48.0%,50,14.66,82.0%,64.0%,64.0%,48.0%,-,-,-,-,-,-,-
207,Eliminated,15,5,10,2,6,48.0%,50,9.62,92.0%,58.0%,62.0%,48.0%,-,-,-,-,-,-,-
208,Eliminated,15,5,10,3,2,48.0%,50,7.92,78.0%,60.0%,52.0%,48.0%,-,-,-,-,-,-,-
209,Eliminated,15,10,4,2,4,48.0%,50,11.96,78.0%,58.0%,54.0%,48.0%,-,-,-,-,-,-,-
210,Eliminated,15,20,4,2,10,48.0%,50,13.46,80.0%,52.0%,56.0%,48.0%,-,-,-,-,-,-,-
211,Eliminated,15,20,6,3,8,48.0%,50,14.48,84.0%,54.0%,66.0%,48.0%,-,-,-,-,-,-,-
212,Eliminated,15,20,6,3,10,48.0%,50,14.96,84.0%,58.0%,54.0%,48.0%,-,-,-,-,-,-,-
213,Eliminated,20,0,6,1,10,48.0%,50,5.90,98.0%,62.0%,58.0%,48.0%,-,-,-,-,-,-,-
214,Eliminated,20,15,4,3,4,48.0%,50,13.82,80.0%,68.0%,52.0%,48.0%,-,-,-,-,-,-,-
215,Eliminated,20,15,8,2,8,48.0%,50,14.24,88.0%,56.0%,60.0%,48.0%,-,-,-,-,-,-,-
216,Eliminated,20,15,10,2,6,48.0%,50,12.96,86.0%,58.0%,56.0%,48.0%,-,-,-,-,-,-,-
217,Eliminated,20,20,6,2,8,47.1%,51,15.12,84.0%,56.0%,56.0%,47.1%,-,-,-,-,-,-,-
218,Eliminated,0,5,10,3,8,46.0%,50,7.02,86.0%,56.0%,52.0%,46.0%,-,-,-,-,-,-,-
219,Eliminated,0,15,6,3,8,46.0%,50,12.10,82.0%,54.0%,52.0%,46.0%,-,-,-,-,-,-,-
220,Eliminated,5,0,0,2,6,46.0%,50,4.20,82.0%,56.0%,54.0%,46.0%,-,-,-,-,-,-,-
221,Eliminated,5,0,10,2,10,46.0%,50,3.82,94.0%,54.0%,62.0%,46.0%,-,-,-,-,-,-,-
222,Eliminated,5,0,10,3,10,46.0%,50,4.04,90.0%,64.0%,66.0%,46.0%,-,-,-,-,-,-,-
223,Eliminated,5,5,6,3,10,46.0%,50,10.76,92.0%,52.0%,50.0%,46.0%,-,-,-,-,-,-,-
224,Eliminated,5,5,8,2,6,46.0%,50,9.94,94.0%,54.0%,64.0%,46.0%,-,-,-,-,-,-,-
225,Eliminated,5,15,6,3,10,46.0%,50,13.22,80.0%,54.0%,56.0%,46.0%,-,-,-,-,-,-,-
226,Eliminated,10,0,4,2,10,46.0%,50,5.08,86.0%,68.0%,52.0%,46.0%,-,-,-,-,-,-,-
227,Eliminated,10,5,4,3,4,46.0%,50,8.92,90.0%,70.0%,64.0%,46.0%,-,-,-,-,-,-,-
228,Eliminated,10,10,8,2,4,46.0%,50,11.64,84.0%,58.0%,52.0%,46.0%,-,-,-,-,-,-,-
229,Eliminated,15,0,4,2,10,46.0%,50,4.92,90.0%,56.0%,54.0%,46.0%,-,-,-,-,-,-,-
230,Eliminated,15,5,4,3,6,46.0%,50,10.74,86.0%,54.0%,54.0%,46.0%,-,-,-,-,-,-,-
231,Eliminated,15,5,6,2,6,46.0%,50,10.96,94.0%,66.0%,56.0%,46.0%,-,-,-,-,-,-,-
232,Eliminated,15,10,4,2,8,46.0%,50,12.84,90.0%,52.0%,54.0%,46.0%,-,-,-,-,-,-,-
233,Eliminated,15,10,4,3,4,46.0%,50,11.82,78.0%,60.0%,62.0%,46.0%,-,-,-,-,-,-,-
234,Eliminated,15,10,6,2,6,46.0%,50,13.56,84.0%,68.0%,58.0%,46.0%,-,-,-,-,-,-,-
235,Eliminated,15,20,8,2,4,46.0%,50,13.60,82.0%,58.0%,52.0%,46.0%,-,-,-,-,-,-,-
236,Eliminated,20,0,4,3,4,46.0%,50,5.68,92.0%,54.0%,54.0%,46.0%,-,-,-,-,-,-,-
237,Eliminated,20,5,10,3,4,46.0%,50,9.34,90.0%,58.0%,72.0%,46.0%,-,-,-,-,-,-,-
238,Eliminated,20,10,6,3,4,46.0%,50,12.00,74.0%,60.0%,54.0%,46.0%,-,-,-,-,-,-,-
239,Eliminated,20,10,6,3,8,46.0%,50,13.28,88.0%,52.0%,54.0%,46.0%,-,-,-,-,-,-,-
240,Eliminated,20,15,4,2,10,46.0%,50,14.00,80.0%,62.0%,56.0%,46.0%,-,-,-,-,-,-,-
241,Eliminated,20,15,4,3,6,46.0%,50,13.78,80.0%,62.0%,58.0%,46.0%,-,-,-,-,-,-,-
242,Eliminated,20,15,6,3,6,46.0%,50,14.16,82.0%,56.0%,56.0%,46.0%,-,-,-,-,-,-,-
243,Eliminated,0,0,10,3,4,44.0%,50,2.86,82.0%,68.0%,54.0%,44.0%,-,-,-,-,-,-,-
244,Eliminated,0,5,8,3,10,44.0%,50,8.24,84.0%,50.0%,52.0%,44.0%,-,-,-,-,-,-,-
245,Eliminated,5,0,2,3,8,44.0%,50,4.10,88.0%,52.0%,54.0%,44.0%,-,-,-,-,-,-,-
246,Eliminated,5,5,4,3,2,44.0%,50,7.00,72.0%,52.0%,64.0%,44.0%,-,-,-,-,-,-,-
247,Eliminated,5,15,10,3,6,44.0%,50,11.62,78.0%,66.0%,64.0%,44.0%,-,-,-,-,-,-,-
248,Eliminated,5,20,4,3,10,44.0%,50,12.86,78.0%,58.0%,50.0%,44.0%,-,-,-,-,-,-,-
249,Eliminated,5,20,6,3,8,44.0%,50,13.80,86.0%,54.0%,52.0%,44.0%,-,-,-,-,-,-,-
250,Eliminated,10,0,0,2,8,44.0%,50,4.70,82.0%,52.0%,58.0%,44.0%,-,-,-,-,-,-,-
251,Eliminated,10,0,0,3,10,44.0%,50,4.16,80.0%,56.0%,60.0%,44.0%,-,-,-,-,-,-,-
252,Eliminated,10,0,4,1,6,44.0%,50,4.90,90.0%,56.0%,62.0%,44.0%,-,-,-,-,-,-,-
253,Eliminated,10,0,6,2,10,44.0%,50,4.64,98.0%,64.0%,70.0%,44.0%,-,-,-,-,-,-,-
254,Eliminated,10,5,6,3,10,44.0%,50,11.38,88.0%,52.0%,50.0%,44.0%,-,-,-,-,-,-,-
255,Eliminated,10,10,10,3,10,44.0%,50,13.16,86.0%,64.0%,62.0%,44.0%,-,-,-,-,-,-,-
256,Eliminated,10,15,10,2,6,44.0%,50,14.68,72.0%,58.0%,58.0%,44.0%,-,-,-,-,-,-,-
257,Eliminated,10,15,10,3,6,44.0%,50,13.12,80.0%,60.0%,60.0%,44.0%,-,-,-,-,-,-,-
258,Eliminated,15,0,6,3,10,44.0%,50,5.18,92.0%,60.0%,56.0%,44.0%,-,-,-,-,-,-,-
259,Eliminated,15,0,8,3,6,44.0%,50,4.96,96.0%,52.0%,58.0%,44.0%,-,-,-,-,-,-,-
260,Eliminated,15,10,4,2,6,44.0%,50,12.06,74.0%,68.0%,56.0%,44.0%,-,-,-,-,-,-,-
261,Eliminated,15,10,6,3,10,44.0%,50,13.78,88.0%,52.0%,60.0%,44.0%,-,-,-,-,-,-,-
262,Eliminated,15,10,10,2,6,44.0%,50,13.36,96.0%,52.0%,60.0%,44.0%,-,-,-,-,-,-,-
263,Eliminated,15,20,8,3,6,44.0%,50,15.94,88.0%,62.0%,54.0%,44.0%,-,-,-,-,-,-,-
264,Eliminated,15,20,10,3,6,44.0%,50,14.22,92.0%,58.0%,52.0%,44.0%,-,-,-,-,-,-,-
265,Eliminated,20,5,6,3,8,44.0%,50,10.78,86.0%,56.0%,62.0%,44.0%,-,-,-,-,-,-,-
266,Eliminated,20,10,4,3,4,44.0%,50,11.96,86.0%,64.0%,66.0%,44.0%,-,-,-,-,-,-,-
267,Eliminated,20,10,8,3,10,44.0%,50,14.64,84.0%,54.0%,64.0%,44.0%,-,-,-,-,-,-,-
268,Eliminated,20,20,8,2,6,44.0%,50,14.66,80.0%,68.0%,52.0%,44.0%,-,-,-,-,-,-,-
269,Eliminated,0,0,2,2,4,42.0%,50,3.06,80.0%,50.0%,50.0%,42.0%,-,-,-,-,-,-,-
270,Eliminated,0,0,2,2,8,42.0%,50,3.38,78.0%,52.0%,56.0%,42.0%,-,-,-,-,-,-,-
271,Eliminated,0,0,8,3,8,42.0%,50,3.60,86.0%,52.0%,58.0%,42.0%,-,-,-,-,-,-,-
272,Eliminated,5,0,8,2,8,42.0%,50,5.12,94.0%,70.0%,56.0%,42.0%,-,-,-,-,-,-,-
273,Eliminated,5,0,8,3,8,42.0%,50,4.68,98.0%,52.0%,64.0%,42.0%,-,-,-,-,-,-,-
274,Eliminated,10,0,0,1,10,42.0%,50,4.28,86.0%,56.0%,58.0%,42.0%,-,-,-,-,-,-,-
275,Eliminated,10,0,0,2,10,42.0%,50,4.14,86.0%,54.0%,50.0%,42.0%,-,-,-,-,-,-,-
276,Eliminated,10,5,4,3,6,42.0%,50,9.50,74.0%,62.0%,52.0%,42.0%,-,-,-,-,-,-,-
277,Eliminated,10,5,6,2,8,42.0%,50,11.36,90.0%,62.0%,60.0%,42.0%,-,-,-,-,-,-,-
278,Eliminated,15,5,4,2,4,42.0%,50,9.48,96.0%,56.0%,70.0%,42.0%,-,-,-,-,-,-,-
279,Eliminated,15,15,4,2,8,42.0%,50,13.10,72.0%,64.0%,62.0%,42.0%,-,-,-,-,-,-,-
280,Eliminated,15,20,4,2,8,42.0%,50,13.92,80.0%,60.0%,56.0%,42.0%,-,-,-,-,-,-,-
281,Eliminated,20,10,8,2,6,42.0%,50,13.80,82.0%,58.0%,56.0%,42.0%,-,-,-,-,-,-,-
282,Eliminated,20,15,4,3,8,42.0%,50,13.34,82.0%,58.0%,53.1%,42.0%,-,-,-,-,-,-,-
283,Eliminated,0,0,2,3,4,40.0%,50,2.98,80.0%,54.0%,58.0%,40.0%,-,-,-,-,-,-,-
284,Eliminated,0,10,8,3,8,40.0%,50,10.36,82.0%,50.0%,52.0%,40.0%,-,-,-,-,-,-,-
285,Eliminated,5,0,4,3,8,40.0%,50,4.48,96.0%,54.0%,60.0%,40.0%,-,-,-,-,-,-,-
286,Eliminated,5,5,6,2,10,40.0%,50,11.14,86.0%,58.0%,56.0%,40.0%,-,-,-,-,-,-,-
287,Eliminated,10,5,4,2,4,40.0%,50,9.04,92.0%,60.0%,60.0%,40.0%,-,-,-,-,-,-,-
288,Eliminated,10,5,6,3,6,40.0%,50,10.34,88.0%,64.0%,50.0%,40.0%,-,-,-,-,-,-,-
289,Eliminated,10,5,10,3,8,40.0%,50,11.10,84.0%,54.0%,56.0%,40.0%,-,-,-,-,-,-,-
290,Eliminated,10,15,8,2,6,40.0%,50,15.56,84.0%,58.0%,54.0%,40.0%,-,-,-,-,-,-,-
291,Eliminated,10,20,6,3,10,40.0%,50,15.22,86.0%,56.0%,52.0%,40.0%,-,-,-,-,-,-,-
292,Eliminated,15,0,0,3,8,40.0%,50,4.26,82.0%,52.0%,52.0%,40.0%,-,-,-,-,-,-,-
293,Eliminated,15,0,2,2,8,40.0%,50,4.46,86.0%,66.0%,52.0%,40.0%,-,-,-,-,-,-,-
294,Eliminated,15,0,10,3,10,40.0%,50,4.38,98.0%,82.0%,66.0%,40.0%,-,-,-,-,-,-,-
295,Eliminated,15,10,6,3,4,40.0%,50,11.92,82.0%,64.0%,70.0%,40.0%,-,-,-,-,-,-,-
296,Eliminated,15,20,6,2,8,40.0%,50,13.90,86.0%,56.0%,62.0%,40.0%,-,-,-,-,-,-,-
297,Eliminated,20,0,6,1,8,40.0%,50,6.50,90.0%,56.0%,62.0%,40.0%,-,-,-,-,-,-,-
298,Eliminated,20,5,4,1,2,40.0%,50,8.98,76.0%,58.0%,54.0%,40.0%,-,-,-,-,-,-,-
299,Eliminated,20,10,4,3,6,40.0%,50,12.40,78.0%,62.0%,62.0%,40.0%,-,-,-,-,-,-,-
300,Eliminated,0,0,2,2,2,38.0%,50,2.86,80.0%,54.0%,64.0%,38.0%,-,-,-,-,-,-,-
301,Eliminated,0,0,6,3,2,38.0%,50,3.50,82.0%,58.0%,52.0%,38.0%,-,-,-,-,-,-,-
302,Eliminated,0,5,8,2,2,38.0%,50,7.58,72.0%,58.0%,50.0%,38.0%,-,-,-,-,-,-,-
303,Eliminated,5,0,2,1,8,38.0%,50,4.52,78.0%,52.0%,60.0%,38.0%,-,-,-,-,-,-,-
304,Eliminated,10,0,2,1,6,38.0%,50,4.50,90.0%,58.0%,54.0%,38.0%,-,-,-,-,-,-,-
305,Eliminated,10,5,4,2,6,38.0%,50,10.02,90.0%,64.0%,64.0%,38.0%,-,-,-,-,-,-,-
306,Eliminated,10,10,10,2,10,38.0%,50,13.76,80.0%,60.0%,54.0%,38.0%,-,-,-,-,-,-,-
307,Eliminated,10,20,8,2,6,38.0%,50,14.56,84.0%,54.0%,52.0%,38.0%,-,-,-,-,-,-,-
308,Eliminated,15,0,10,2,6,38.0%,50,4.64,96.0%,60.0%,60.0%,38.0%,-,-,-,-,-,-,-
309,Eliminated,15,5,6,3,6,38.0%,50,10.38,96.0%,62.0%,58.0%,38.0%,-,-,-,-,-,-,-
310,Eliminated,15,15,4,3,4,38.0%,50,13.10,76.0%,60.0%,56.0%,38.0%,-,-,-,-,-,-,-
311,Eliminated,15,20,10,3,10,38.0%,50,14.50,88.0%,60.0%,58.0%,38.0%,-,-,-,-,-,-,-
312,Eliminated,20,0,0,3,8,38.0%,50,4.44,86.0%,56.0%,54.0%,38.0%,-,-,-,-,-,-,-
313,Eliminated,20,0,2,1,6,38.0%,50,4.52,90.0%,60.0%,54.0%,38.0%,-,-,-,-,-,-,-
314,Eliminated,20,15,4,2,8,38.0%,50,12.98,74.0%,52.0%,58.0%,38.0%,-,-,-,-,-,-,-
315,Eliminated,20,15,8,3,4,38.0%,50,13.64,72.0%,52.9%,52.0%,38.0%,-,-,-,-,-,-,-
316,Eliminated,0,0,2,2,10,36.0%,50,3.48,82.0%,54.0%,56.0%,36.0%,-,-,-,-,-,-,-
317,Eliminated,0,0,10,3,8,36.0%,50,2.78,92.0%,50.0%,66.0%,36.0%,-,-,-,-,-,-,-
318,Eliminated,0,5,4,3,6,36.0%,50,7.26,88.0%,58.0%,54.0%,36.0%,-,-,-,-,-,-,-
319,Eliminated,5,5,4,2,4,36.0%,50,8.54,84.0%,52.0%,56.0%,36.0%,-,-,-,-,-,-,-
320,Eliminated,5,15,6,3,6,36.0%,50,13.18,88.0%,56.0%,56.0%,36.0%,-,-,-,-,-,-,-
321,Eliminated,10,10,4,2,8,34.0%,50,12.08,84.0%,54.0%,60.0%,34.0%,-,-,-,-,-,-,-
322,Eliminated,15,0,0,2,4,34.0%,50,5.02,86.0%,54.0%,52.0%,34.0%,-,-,-,-,-,-,-
323,Eliminated,20,5,2,2,2,34.0%,50,8.64,76.0%,56.0%,62.0%,34.0%,-,-,-,-,-,-,-
324,Eliminated,0,5,2,3,8,32.0%,50,8.22,72.0%,58.0%,52.0%,32.0%,-,-,-,-,-,-,-
325,Eliminated,5,10,6,3,4,32.0%,50,10.92,80.0%,60.0%,56.0%,32.0%,-,-,-,-,-,-,-
326,Eliminated,5,15,10,3,4,32.0%,50,12.12,86.0%,60.0%,50.0%,32.0%,-,-,-,-,-,-,-
327,Eliminated,10,0,6,1,6,32.0%,50,5.32,94.0%,60.0%,54.0%,32.0%,-,-,-,-,-,-,-
328,Eliminated,10,15,6,2,10,32.0%,50,14.10,84.0%,54.0%,60.0%,32.0%,-,-,-,-,-,-,-
329,Eliminated,15,10,2,3,8,32.0%,50,11.40,72.0%,52.0%,54.0%,32.0%,-,-,-,-,-,-,-
330,Eliminated,15,15,4,2,10,32.0%,50,13.92,80.0%,54.0%,54.0%,32.0%,-,-,-,-,-,-,-
331,Eliminated,10,5,2,2,6,30.0%,50,9.74,84.0%,52.0%,58.0%,30.0%,-,-,-,-,-,-,-
332,Eliminated,10,10,4,3,8,30.0%,50,12.32,80.0%,58.0%,58.0%,30.0%,-,-,-,-,-,-,-
333,Eliminated,20,5,4,2,2,30.0%,50,8.52,84.0%,58.0%,54.0%,30.0%,-,-,-,-,-,-,-
334,Eliminated,20,15,10,3,8,30.0%,50,15.10,88.0%,58.0%,56.0%,30.0%,-,-,-,-,-,-,-
335,Eliminated,0,15,10,3,4,28.0%,50,11.06,80.0%,58.0%,54.0%,28.0%,-,-,-,-,-,-,-
336,Eliminated,5,5,4,2,10,26.0%,50,10.48,90.0%,52.0%,60.0%,26.0%,-,-,-,-,-,-,-
337,Eliminated,15,5,2,2,4,24.0%,50,8.90,78.0%,68.0%,54.0%,24.0%,-,-,-,-,-,-,-
338,Eliminated,10,15,2,3,10,50.0%,50,8.64,80.0%,62.0%,50.0%,-,-,-,-,-,-,-,-
339,Eliminated,10,15,10,3,8,50.0%,50,10.58,84.0%,64.0%,50.0%,-,-,-,-,-,-,-,-
340,Eliminated,10,20,6,2,10,50.0%,50,10.80,90.0%,52.0%,50.0%,-,-,-,-,-,-,-,-
341,Eliminated,10,20,6,3,4,50.0%,50,10.06,84.0%,66.0%,50.0%,-,-,-,-,-,-,-,-
342,Eliminated,15,0,0,3,4,50.0%,50,3.48,86.0%,56.0%,50.0%,-,-,-,-,-,-,-,-
343,Eliminated,15,0,2,2,6,50.0%,50,3.44,86.0%,60.0%,50.0%,-,-,-,-,-,-,-,-
344,Eliminated,15,0,4,2,4,50.0%,50,3.58,94.0%,56.0%,50.0%,-,-,-,-,-,-,-,-
345,Eliminated,15,0,8,2,10,50.0%,50,3.92,96.0%,60.0%,50.0%,-,-,-,-,-,-,-,-
346,Eliminated,15,0,8,3,8,50.0%,50,4.20,98.0%,76.0%,50.0%,-,-,-,-,-,-,-,-
347,Eliminated,15,5,4,3,4,50.0%,50,6.96,84.0%,66.0%,50.0%,-,-,-,-,-,-,-,-
348,Eliminated,15,5,6,3,10,50.0%,50,8.34,84.0%,52.0%,50.0%,-,-,-,-,-,-,-,-
349,Eliminated,15,5,8,2,4,50.0%,50,7.12,90.0%,52.0%,50.0%,-,-,-,-,-,-,-,-
350,Eliminated,15,10,6,2,10,50.0%,50,10.24,88.0%,64.0%,50.0%,-,-,-,-,-,-,-,-
351,Eliminated,15,10,8,3,6,50.0%,50,10.36,80.0%,56.0%,50.0%,-,-,-,-,-,-,-,-
352,Eliminated,15,10,10,2,8,50.0%,50,10.86,86.0%,58.0%,50.0%,-,-,-,-,-,-,-,-
353,Eliminated,15,15,2,2,8,50.0%,50,8.78,72.0%,64.0%,50.0%,-,-,-,-,-,-,-,-
354,Eliminated,15,15,6,3,6,50.0%,50,11.26,84.0%,60.0%,50.0%,-,-,-,-,-,-,-,-
355,Eliminated,15,15,8,3,4,50.0%,50,10.82,84.0%,56.0%,50.0%,-,-,-,-,-,-,-,-
356,Eliminated,15,20,4,2,4,50.0%,50,10.10,74.0%,66.0%,50.0%,-,-,-,-,-,-,-,-
357,Eliminated,15,20,4,2,6,50.0%,50,9.62,84.0%,52.0%,50.0%,-,-,-,-,-,-,-,-
358,Eliminated,20,0,0,3,4,50.0%,50,3.28,78.0%,54.0%,50.0%,-,-,-,-,-,-,-,-
359,Eliminated,20,0,2,2,8,50.0%,50,3.48,82.0%,58.0%,50.0%,-,-,-,-,-,-,-,-
360,Eliminated,20,0,4,2,8,50.0%,50,3.80,100.0%,54.0%,50.0%,-,-,-,-,-,-,-,-
361,Eliminated,20,0,6,3,8,50.0%,50,4.16,94.0%,62.0%,50.0%,-,-,-,-,-,-,-,-
362,Eliminated,20,0,8,1,8,50.0%,50,5.12,90.0%,60.0%,50.0%,-,-,-,-,-,-,-,-
363,Eliminated,20,0,8,2,10,50.0%,50,3.90,96.0%,60.0%,50.0%,-,-,-,-,-,-,-,-
364,Eliminated,20,5,4,2,4,50.0%,50,6.44,78.0%,64.0%,50.0%,-,-,-,-,-,-,-,-
365,Eliminated,20,5,6,1,2,50.0%,50,7.30,78.0%,52.0%,50.0%,-,-,-,-,-,-,-,-
366,Eliminated,20,5,6,3,6,50.0%,50,7.78,88.0%,62.0%,50.0%,-,-,-,-,-,-,-,-
367,Eliminated,20,5,8,2,4,50.0%,50,7.32,84.0%,62.0%,50.0%,-,-,-,-,-,-,-,-
368,Eliminated,20,5,10,3,10,50.0%,50,8.28,88.0%,56.0%,50.0%,-,-,-,-,-,-,-,-
369,Eliminated,20,10,6,2,4,50.0%,50,9.42,80.0%,52.0%,50.0%,-,-,-,-,-,-,-,-
370,Eliminated,20,20,4,2,6,50.0%,50,9.68,82.0%,58.0%,50.0%,-,-,-,-,-,-,-,-
371,Eliminated,20,20,8,3,6,50.0%,50,11.92,82.0%,54.0%,50.0%,-,-,-,-,-,-,-,-
372,Eliminated,0,0,4,2,2,48.0%,50,2.16,82.0%,62.0%,48.0%,-,-,-,-,-,-,-,-
373,Eliminated,0,0,4,2,10,48.0%,50,2.46,92.0%,56.0%,48.0%,-,-,-,-,-,-,-,-
374,Eliminated,0,0,4,3,6,48.0%,50,2.54,92.0%,60.0%,48.0%,-,-,-,-,-,-,-,-
375,Eliminated,0,0,6,3,6,48.0%,50,2.78,90.0%,50.0%,48.0%,-,-,-,-,-,-,-,-
376,Eliminated,0,5,2,3,2,48.0%,50,4.48,72.0%,62.0%,48.0%,-,-,-,-,-,-,-,-
377,Eliminated,0,5,4,3,0,48.0%,50,4.44,74.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
378,Eliminated,0,5,6,2,4,48.0%,50,5.48,78.0%,58.0%,48.0%,-,-,-,-,-,-,-,-
379,Eliminated,0,5,8,2,4,48.0%,50,5.22,76.0%,50.0%,48.0%,-,-,-,-,-,-,-,-
380,Eliminated,0,10,4,3,2,48.0%,50,6.36,72.0%,68.0%,48.0%,-,-,-,-,-,-,-,-
381,Eliminated,0,10,6,3,6,48.0%,50,7.50,80.0%,50.0%,48.0%,-,-,-,-,-,-,-,-
382,Eliminated,0,20,8,3,2,48.0%,50,8.34,72.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
383,Eliminated,0,20,8,3,6,48.0%,50,9.22,84.0%,66.0%,48.0%,-,-,-,-,-,-,-,-
384,Eliminated,5,0,2,1,6,48.0%,50,3.12,80.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
385,Eliminated,5,5,8,3,4,48.0%,50,6.50,82.0%,60.0%,48.0%,-,-,-,-,-,-,-,-
386,Eliminated,5,10,8,3,10,48.0%,50,10.48,84.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
387,Eliminated,5,15,4,3,6,48.0%,50,9.84,82.0%,52.0%,48.0%,-,-,-,-,-,-,-,-
388,Eliminated,10,0,2,2,6,48.0%,50,3.42,88.0%,56.0%,48.0%,-,-,-,-,-,-,-,-
389,Eliminated,10,0,2,3,10,48.0%,50,4.10,88.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
390,Eliminated,10,5,2,3,2,48.0%,50,6.34,78.0%,58.0%,48.0%,-,-,-,-,-,-,-,-
391,Eliminated,10,5,2,3,8,48.0%,50,7.52,76.0%,56.0%,48.0%,-,-,-,-,-,-,-,-
392,Eliminated,10,5,10,2,4,48.0%,50,6.50,86.0%,56.0%,48.0%,-,-,-,-,-,-,-,-
393,Eliminated,10,5,10,3,4,48.0%,50,6.22,82.0%,58.0%,48.0%,-,-,-,-,-,-,-,-
394,Eliminated,10,10,6,3,4,48.0%,50,8.76,74.0%,60.0%,48.0%,-,-,-,-,-,-,-,-
395,Eliminated,10,10,6,3,10,48.0%,50,10.18,90.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
396,Eliminated,10,10,8,2,8,48.0%,50,10.10,90.0%,64.0%,48.0%,-,-,-,-,-,-,-,-
397,Eliminated,10,10,10,2,6,48.0%,50,9.66,90.0%,60.0%,48.0%,-,-,-,-,-,-,-,-
398,Eliminated,10,15,4,3,8,48.0%,50,9.88,74.0%,62.0%,48.0%,-,-,-,-,-,-,-,-
399,Eliminated,10,15,8,3,10,48.0%,50,10.90,90.0%,62.0%,48.0%,-,-,-,-,-,-,-,-
400,Eliminated,10,20,10,3,4,48.0%,50,9.32,76.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
401,Eliminated,10,20,10,3,10,48.0%,50,9.32,84.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
402,Eliminated,15,0,0,3,0,48.0%,50,3.16,72.0%,52.0%,48.0%,-,-,-,-,-,-,-,-
403,Eliminated,15,0,2,2,10,48.0%,50,3.32,86.0%,56.0%,48.0%,-,-,-,-,-,-,-,-
404,Eliminated,15,0,6,2,10,48.0%,50,4.20,98.0%,66.0%,48.0%,-,-,-,-,-,-,-,-
405,Eliminated,15,0,10,2,4,48.0%,50,3.54,98.0%,58.0%,48.0%,-,-,-,-,-,-,-,-
406,Eliminated,15,5,4,2,6,48.0%,50,7.38,80.0%,64.0%,48.0%,-,-,-,-,-,-,-,-
407,Eliminated,15,15,6,2,6,48.0%,50,10.84,90.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
408,Eliminated,15,15,6,3,10,48.0%,50,10.66,94.0%,58.0%,48.0%,-,-,-,-,-,-,-,-
409,Eliminated,15,15,8,3,8,48.0%,50,11.40,88.0%,56.0%,48.0%,-,-,-,-,-,-,-,-
410,Eliminated,15,15,10,2,8,48.0%,50,10.66,84.0%,62.0%,48.0%,-,-,-,-,-,-,-,-
411,Eliminated,20,0,0,1,10,48.0%,50,3.64,86.0%,62.0%,48.0%,-,-,-,-,-,-,-,-
412,Eliminated,20,0,2,2,6,48.0%,50,3.48,90.0%,52.0%,48.0%,-,-,-,-,-,-,-,-
413,Eliminated,20,0,4,3,8,48.0%,50,3.38,92.0%,56.0%,48.0%,-,-,-,-,-,-,-,-
414,Eliminated,20,0,4,3,10,48.0%,50,3.56,96.0%,60.0%,48.0%,-,-,-,-,-,-,-,-
415,Eliminated,20,0,8,3,8,48.0%,50,3.88,100.0%,66.0%,48.0%,-,-,-,-,-,-,-,-
416,Eliminated,20,5,4,3,2,48.0%,50,6.50,72.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
417,Eliminated,20,5,4,3,8,48.0%,50,8.10,86.0%,52.0%,48.0%,-,-,-,-,-,-,-,-
418,Eliminated,20,5,8,3,8,48.0%,50,9.16,98.0%,58.0%,48.0%,-,-,-,-,-,-,-,-
419,Eliminated,20,5,10,2,8,48.0%,50,8.18,88.0%,60.0%,48.0%,-,-,-,-,-,-,-,-
