Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
214,Eliminated,15,0,2,1,10,48.0%,200,89.0%,57.0%,51.5%,48.0%,-,-,-,-,-,-,-
215,Eliminated,20,0,10,3,10,48.0%,200,93.5%,70.0%,62.5%,48.0%,-,-,-,-,-,-,-
216,Eliminated,20,5,6,2,6,48.0%,200,88.5%,55.5%,52.5%,48.0%,-,-,-,-,-,-,-
217,Eliminated,20,5,6,3,10,48.0%,200,83.0%,53.5%,53.5%,48.0%,-,-,-,-,-,-,-
218,Eliminated,20,10,4,2,6,48.0%,200,81.0%,57.0%,51.5%,48.0%,-,-,-,-,-,-,-
219,Eliminated,20,15,6,3,8,48.0%,200,87.5%,54.0%,54.5%,48.0%,-,-,-,-,-,-,-
220,Eliminated,0,10,8,3,4,47.5%,200,75.0%,53.5%,51.5%,47.5%,-,-,-,-,-,-,-
221,Eliminated,0,10,8,3,6,47.5%,200,83.5%,57.5%,50.5%,47.5%,-,-,-,-,-,-,-
222,Eliminated,5,10,10,3,4,47.5%,200,73.0%,58.5%,53.0%,47.5%,-,-,-,-,-,-,-
223,Eliminated,5,15,6,3,4,47.5%,200,73.5%,54.5%,52.5%,47.5%,-,-,-,-,-,-,-
224,Eliminated,10,10,8,3,8,47.5%,200,89.0%,56.5%,54.0%,47.5%,-,-,-,-,-,-,-
225,Eliminated,10,15,6,3,10,47.5%,200,85.5%,56.5%,51.5%,47.5%,-,-,-,-,-,-,-
226,Eliminated,20,10,10,3,8,47.5%,200,86.5%,64.5%,61.5%,47.5%,-,-,-,-,-,-,-
227,Eliminated,20,20,6,2,8,47.5%,200,88.5%,60.5%,51.5%,47.5%,-,-,-,-,-,-,-
228,Eliminated,20,20,10,3,6,47.5%,200,83.5%,56.5%,53.0%,47.5%,-,-,-,-,-,-,-
229,Eliminated,0,0,4,2,2,47.0%,200,80.5%,54.0%,52.0%,47.0%,-,-,-,-,-,-,-
230,Eliminated,0,0,4,3,6,47.0%,200,86.5%,55.0%,54.0%,47.0%,-,-,-,-,-,-,-
231,Eliminated,5,20,6,3,6,47.0%,200,83.0%,61.0%,52.0%,47.0%,-,-,-,-,-,-,-
232,Eliminated,15,20,8,3,8,47.0%,200,85.5%,54.5%,52.0%,47.0%,-,-,-,-,-,-,-
233,Eliminated,20,0,10,2,10,47.0%,200,94.5%,61.5%,60.0%,47.0%,-,-,-,-,-,-,-
234,Eliminated,20,5,4,2,6,47.0%,200,88.5%,56.5%,56.5%,47.0%,-,-,-,-,-,-,-
235,Eliminated,20,20,6,3,6,47.0%,200,85.0%,57.0%,50.5%,47.0%,-,-,-,-,-,-,-
236,Eliminated,5,0,2,2,8,46.5%,200,89.0%,57.5%,59.0%,46.5%,-,-,-,-,-,-,-
237,Eliminated,5,0,4,2,8,46.5%,200,92.0%,66.5%,55.5%,46.5%,-,-,-,-,-,-,-
238,Eliminated,5,5,4,3,4,46.5%,200,82.5%,55.0%,53.5%,46.5%,-,-,-,-,-,-,-
239,Eliminated,5,5,8,2,4,46.5%,200,83.5%,54.0%,57.5%,46.5%,-,-,-,-,-,-,-
240,Eliminated,5,10,10,3,8,46.5%,200,82.0%,59.0%,53.0%,46.5%,-,-,-,-,-,-,-
241,Eliminated,5,15,8,3,10,46.5%,200,80.5%,53.0%,50.5%,46.5%,-,-,-,-,-,-,-
242,Eliminated,10,0,0,2,6,46.5%,200,85.0%,53.0%,57.0%,46.5%,-,-,-,-,-,-,-
243,Eliminated,10,10,10,3,10,46.5%,200,89.5%,55.5%,51.0%,46.5%,-,-,-,-,-,-,-
244,Eliminated,10,15,10,3,6,46.5%,200,84.0%,65.0%,52.5%,46.5%,-,-,-,-,-,-,-
245,Eliminated,10,20,8,3,10,46.5%,200,84.5%,56.0%,57.5%,46.5%,-,-,-,-,-,-,-
246,Eliminated,20,5,6,2,4,46.5%,200,89.5%,62.5%,53.5%,46.5%,-,-,-,-,-,-,-
247,Eliminated,5,0,4,2,4,46.0%,200,87.5%,54.5%,54.5%,46.0%,-,-,-,-,-,-,-
248,Eliminated,5,15,10,3,6,46.0%,200,81.5%,62.0%,55.0%,46.0%,-,-,-,-,-,-,-
249,Eliminated,10,5,6,2,8,46.0%,200,90.0%,57.5%,50.5%,46.0%,-,-,-,-,-,-,-
250,Eliminated,10,10,6,2,6,46.0%,200,88.0%,51.5%,59.5%,46.0%,-,-,-,-,-,-,-
251,Eliminated,10,10,6,3,8,46.0%,200,84.5%,54.0%,52.5%,46.0%,-,-,-,-,-,-,-
252,Eliminated,10,20,6,3,8,46.0%,200,84.0%,61.5%,51.0%,46.0%,-,-,-,-,-,-,-
253,Eliminated,15,0,10,3,4,46.0%,200,90.5%,59.5%,63.0%,46.0%,-,-,-,-,-,-,-
254,Eliminated,15,20,6,3,10,46.0%,200,84.5%,53.0%,50.5%,46.0%,-,-,-,-,-,-,-
255,Eliminated,20,15,10,3,6,46.0%,200,79.5%,54.5%,53.5%,46.0%,-,-,-,-,-,-,-
256,Eliminated,5,0,2,1,10,45.5%,200,88.0%,59.5%,51.5%,45.5%,-,-,-,-,-,-,-
257,Eliminated,10,0,0,1,8,45.5%,200,84.5%,57.0%,52.0%,45.5%,-,-,-,-,-,-,-
258,Eliminated,10,5,4,3,6,45.5%,200,88.5%,57.0%,53.5%,45.5%,-,-,-,-,-,-,-
259,Eliminated,10,5,6,2,10,45.5%,200,90.0%,53.5%,52.0%,45.5%,-,-,-,-,-,-,-
260,Eliminated,15,10,4,3,4,45.5%,200,77.0%,59.0%,51.5%,45.5%,-,-,-,-,-,-,-
261,Eliminated,15,15,8,2,8,45.5%,200,86.5%,53.0%,56.0%,45.5%,-,-,-,-,-,-,-
262,Eliminated,20,5,10,3,10,45.5%,200,88.0%,65.0%,52.5%,45.5%,-,-,-,-,-,-,-
263,Eliminated,20,15,6,3,10,45.5%,200,86.5%,51.5%,57.5%,45.5%,-,-,-,-,-,-,-
264,Eliminated,0,0,6,2,8,45.0%,200,90.0%,52.0%,60.0%,45.0%,-,-,-,-,-,-,-
265,Eliminated,10,10,10,2,6,45.0%,200,83.5%,52.0%,52.5%,45.0%,-,-,-,-,-,-,-
266,Eliminated,10,20,8,3,6,45.0%,200,81.0%,52.5%,52.5%,45.0%,-,-,-,-,-,-,-
267,Eliminated,15,5,10,3,10,45.0%,200,84.0%,64.0%,50.5%,45.0%,-,-,-,-,-,-,-
268,Eliminated,20,0,10,3,4,45.0%,200,91.5%,56.0%,51.5%,45.0%,-,-,-,-,-,-,-
269,Eliminated,20,10,4,3,6,45.0%,200,81.5%,59.0%,52.0%,45.0%,-,-,-,-,-,-,-
270,Eliminated,20,10,6,3,10,45.0%,200,84.5%,55.0%,51.0%,45.0%,-,-,-,-,-,-,-
271,Eliminated,0,10,4,3,4,44.5%,200,76.5%,56.5%,51.5%,44.5%,-,-,-,-,-,-,-
272,Eliminated,0,15,8,3,4,44.5%,200,70.5%,56.5%,60.0%,44.5%,-,-,-,-,-,-,-
273,Eliminated,10,15,10,3,8,44.5%,200,85.0%,59.5%,52.0%,44.5%,-,-,-,-,-,-,-
274,Eliminated,15,0,0,1,8,44.5%,200,89.5%,54.5%,51.5%,44.5%,-,-,-,-,-,-,-
275,Eliminated,15,10,4,2,10,44.5%,200,84.0%,54.5%,51.0%,44.5%,-,-,-,-,-,-,-
276,Eliminated,15,20,10,3,8,44.5%,200,84.5%,56.5%,51.5%,44.5%,-,-,-,-,-,-,-
277,Eliminated,20,15,8,3,10,44.5%,200,89.5%,58.0%,55.5%,44.5%,-,-,-,-,-,-,-
278,Eliminated,20,15,10,2,8,44.5%,200,86.0%,51.5%,51.5%,44.5%,-,-,-,-,-,-,-
279,Eliminated,0,10,8,3,2,44.0%,200,71.5%,58.5%,52.0%,44.0%,-,-,-,-,-,-,-
280,Eliminated,0,10,10,3,4,44.0%,200,75.0%,56.5%,50.5%,44.0%,-,-,-,-,-,-,-
281,Eliminated,5,10,6,3,10,44.0%,200,86.0%,62.0%,53.0%,44.0%,-,-,-,-,-,-,-
282,Eliminated,10,5,4,2,4,44.0%,200,85.5%,62.0%,55.0%,44.0%,-,-,-,-,-,-,-
283,Eliminated,10,5,6,2,6,44.0%,200,86.5%,63.5%,61.5%,44.0%,-,-,-,-,-,-,-
284,Eliminated,10,5,8,3,10,44.0%,200,85.0%,54.0%,51.5%,44.0%,-,-,-,-,-,-,-
285,Eliminated,15,15,10,2,6,44.0%,200,87.0%,52.0%,56.0%,44.0%,-,-,-,-,-,-,-
286,Eliminated,20,0,6,3,4,44.0%,200,92.0%,53.5%,55.0%,44.0%,-,-,-,-,-,-,-
287,Eliminated,20,15,4,2,10,44.0%,200,82.5%,56.0%,51.0%,44.0%,-,-,-,-,-,-,-
288,Eliminated,20,15,4,3,8,44.0%,200,81.0%,57.0%,53.5%,44.0%,-,-,-,-,-,-,-
289,Eliminated,15,5,4,2,4,43.5%,200,87.0%,58.5%,57.5%,43.5%,-,-,-,-,-,-,-
290,Eliminated,5,10,8,3,8,43.0%,200,85.0%,62.0%,54.5%,43.0%,-,-,-,-,-,-,-
291,Eliminated,5,15,4,3,10,43.0%,200,79.5%,55.5%,50.5%,43.0%,-,-,-,-,-,-,-
292,Eliminated,10,20,6,2,10,43.0%,200,83.0%,54.5%,54.0%,43.0%,-,-,-,-,-,-,-
293,Eliminated,10,20,10,3,8,43.0%,200,87.5%,57.0%,53.5%,43.0%,-,-,-,-,-,-,-
294,Eliminated,15,10,4,2,4,43.0%,200,80.0%,57.0%,56.0%,43.0%,-,-,-,-,-,-,-
295,Eliminated,15,10,4,2,6,43.0%,200,81.5%,54.0%,51.0%,43.0%,-,-,-,-,-,-,-
296,Eliminated,15,20,8,2,6,43.0%,200,84.0%,51.5%,53.5%,43.0%,-,-,-,-,-,-,-
297,Eliminated,20,0,2,1,6,43.0%,200,87.5%,52.0%,55.0%,43.0%,-,-,-,-,-,-,-
298,Eliminated,20,0,2,3,10,43.0%,200,91.0%,52.5%,51.0%,43.0%,-,-,-,-,-,-,-
299,Eliminated,0,0,10,3,2,42.5%,200,79.0%,54.0%,54.5%,42.5%,-,-,-,-,-,-,-
300,Eliminated,0,5,8,3,0,42.5%,200,73.5%,55.0%,52.0%,42.5%,-,-,-,-,-,-,-
301,Eliminated,5,10,6,3,8,42.5%,200,83.0%,59.0%,55.0%,42.5%,-,-,-,-,-,-,-
302,Eliminated,0,0,2,2,2,42.0%,200,75.0%,55.0%,50.5%,42.0%,-,-,-,-,-,-,-
303,Eliminated,5,20,6,3,8,42.0%,200,78.0%,54.0%,54.0%,42.0%,-,-,-,-,-,-,-
304,Eliminated,15,5,4,3,4,42.0%,200,87.0%,63.5%,51.0%,42.0%,-,-,-,-,-,-,-
305,Eliminated,20,10,6,2,6,42.0%,200,89.0%,55.0%,55.5%,42.0%,-,-,-,-,-,-,-
306,Eliminated,20,0,6,2,8,41.5%,200,98.0%,54.5%,56.5%,41.5%,-,-,-,-,-,-,-
307,Eliminated,0,0,2,2,6,41.0%,200,83.0%,54.5%,51.5%,41.0%,-,-,-,-,-,-,-
308,Eliminated,0,15,6,3,6,41.0%,200,79.0%,54.0%,52.5%,41.0%,-,-,-,-,-,-,-
309,Eliminated,5,5,4,2,4,41.0%,200,86.0%,52.0%,58.0%,41.0%,-,-,-,-,-,-,-
310,Eliminated,5,10,4,3,4,41.0%,200,77.5%,58.5%,53.5%,41.0%,-,-,-,-,-,-,-
311,Eliminated,10,5,10,3,10,41.0%,200,87.0%,60.5%,53.0%,41.0%,-,-,-,-,-,-,-
312,Eliminated,15,5,6,2,10,41.0%,200,91.0%,63.5%,51.0%,41.0%,-,-,-,-,-,-,-
313,Eliminated,20,20,6,2,10,41.0%,200,87.5%,54.0%,51.5%,41.0%,-,-,-,-,-,-,-
314,Eliminated,0,20,8,3,4,40.5%,200,71.0%,57.0%,57.5%,40.5%,-,-,-,-,-,-,-
315,Eliminated,10,20,6,3,6,40.5%,200,84.5%,62.0%,53.0%,40.5%,-,-,-,-,-,-,-
316,Eliminated,15,10,10,2,4,40.5%,200,85.0%,51.0%,52.5%,40.5%,-,-,-,-,-,-,-
317,Eliminated,15,15,10,3,8,40.5%,200,85.5%,64.5%,55.5%,40.5%,-,-,-,-,-,-,-
318,Eliminated,20,5,6,2,2,40.5%,200,77.5%,52.0%,50.5%,40.5%,-,-,-,-,-,-,-
319,Eliminated,0,0,2,2,8,40.0%,200,81.0%,55.5%,51.5%,40.0%,-,-,-,-,-,-,-
320,Eliminated,10,0,0,2,8,40.0%,200,83.0%,53.0%,54.0%,40.0%,-,-,-,-,-,-,-
321,Eliminated,15,15,4,3,8,40.0%,200,82.5%,53.0%,51.0%,40.0%,-,-,-,-,-,-,-
322,Eliminated,20,0,6,2,4,40.0%,200,93.5%,51.5%,53.0%,40.0%,-,-,-,-,-,-,-
323,Eliminated,10,0,8,3,4,39.5%,200,91.0%,55.0%,50.5%,39.5%,-,-,-,-,-,-,-
324,Eliminated,10,20,8,3,4,39.5%,200,82.0%,52.5%,51.0%,39.5%,-,-,-,-,-,-,-
325,Eliminated,20,5,4,2,4,39.5%,200,86.5%,60.0%,57.5%,39.5%,-,-,-,-,-,-,-
326,Eliminated,15,5,4,2,6,39.0%,200,88.5%,53.5%,56.5%,39.0%,-,-,-,-,-,-,-
327,Eliminated,15,5,6,2,2,39.0%,200,76.0%,52.0%,53.5%,39.0%,-,-,-,-,-,-,-
328,Eliminated,15,20,10,3,10,39.0%,200,84.0%,54.5%,51.5%,39.0%,-,-,-,-,-,-,-
329,Eliminated,5,5,4,2,8,38.5%,200,82.5%,57.5%,50.5%,38.5%,-,-,-,-,-,-,-
330,Eliminated,15,0,0,1,10,38.0%,200,88.0%,55.0%,51.5%,38.0%,-,-,-,-,-,-,-
331,Eliminated,10,5,4,3,8,37.5%,200,84.5%,52.5%,54.0%,37.5%,-,-,-,-,-,-,-
332,Eliminated,15,5,4,2,2,36.5%,200,79.0%,57.5%,51.0%,36.5%,-,-,-,-,-,-,-
333,Eliminated,10,5,4,2,10,35.0%,200,82.5%,52.0%,54.5%,35.0%,-,-,-,-,-,-,-
334,Eliminated,0,0,2,3,4,34.0%,200,76.5%,52.5%,52.0%,34.0%,-,-,-,-,-,-,-
335,Eliminated,0,20,6,3,4,34.0%,200,75.5%,56.5%,54.5%,34.0%,-,-,-,-,-,-,-
336,Eliminated,5,20,8,3,10,32.0%,200,84.5%,54.5%,53.0%,32.0%,-,-,-,-,-,-,-
337,Eliminated,15,10,4,2,8,32.0%,200,77.5%,56.5%,51.0%,32.0%,-,-,-,-,-,-,-
338,Eliminated,0,10,2,3,2,50.0%,200,72.5%,53.0%,50.0%,-,-,-,-,-,-,-,-
339,Eliminated,0,15,10,3,6,50.0%,200,76.5%,52.5%,50.0%,-,-,-,-,-,-,-,-
340,Eliminated,5,0,4,3,8,50.0%,200,90.5%,64.0%,50.0%,-,-,-,-,-,-,-,-
341,Eliminated,5,0,8,2,6,50.0%,200,95.0%,66.0%,50.0%,-,-,-,-,-,-,-,-
342,Eliminated,5,0,10,2,10,50.0%,200,92.5%,60.0%,50.0%,-,-,-,-,-,-,-,-
343,Eliminated,5,0,10,3,4,50.0%,200,89.5%,61.0%,50.0%,-,-,-,-,-,-,-,-
344,Eliminated,5,5,6,2,4,50.0%,200,81.0%,61.0%,50.0%,-,-,-,-,-,-,-,-
345,Eliminated,5,15,6,3,8,50.0%,200,81.5%,62.0%,50.0%,-,-,-,-,-,-,-,-
346,Eliminated,5,15,6,3,10,50.0%,200,81.0%,51.0%,50.0%,-,-,-,-,-,-,-,-
347,Eliminated,10,0,4,3,4,50.0%,200,93.5%,54.5%,50.0%,-,-,-,-,-,-,-,-
348,Eliminated,10,5,4,2,2,50.0%,200,75.0%,56.5%,50.0%,-,-,-,-,-,-,-,-
349,Eliminated,10,5,4,3,4,50.0%,200,87.0%,66.0%,50.0%,-,-,-,-,-,-,-,-
350,Eliminated,10,10,8,3,4,50.0%,200,79.0%,54.5%,50.0%,-,-,-,-,-,-,-,-
351,Eliminated,15,0,0,2,10,50.0%,200,85.5%,52.5%,50.0%,-,-,-,-,-,-,-,-
352,Eliminated,15,10,8,2,8,50.0%,200,87.0%,56.0%,50.0%,-,-,-,-,-,-,-,-
353,Eliminated,15,10,10,2,10,50.0%,200,85.5%,52.5%,50.0%,-,-,-,-,-,-,-,-
354,Eliminated,15,20,8,3,6,50.0%,200,84.0%,53.5%,50.0%,-,-,-,-,-,-,-,-
355,Eliminated,20,0,4,2,6,50.0%,200,91.5%,55.5%,50.0%,-,-,-,-,-,-,-,-
356,Eliminated,20,5,10,2,10,50.0%,200,90.0%,57.0%,50.0%,-,-,-,-,-,-,-,-
357,Eliminated,20,5,10,3,8,50.0%,200,91.5%,59.0%,50.0%,-,-,-,-,-,-,-,-
358,Eliminated,20,20,8,3,6,50.0%,200,86.0%,59.0%,50.0%,-,-,-,-,-,-,-,-
359,Eliminated,5,5,4,3,6,49.5%,200,85.5%,58.5%,49.5%,-,-,-,-,-,-,-,-
360,Eliminated,5,5,6,3,10,49.5%,200,86.5%,54.0%,49.5%,-,-,-,-,-,-,-,-
361,Eliminated,5,15,4,3,6,49.5%,200,77.5%,54.5%,49.5%,-,-,-,-,-,-,-,-
362,Eliminated,5,20,6,3,10,49.5%,200,83.5%,56.0%,49.5%,-,-,-,-,-,-,-,-
363,Eliminated,10,5,8,2,6,49.5%,200,91.5%,59.5%,49.5%,-,-,-,-,-,-,-,-
364,Eliminated,10,10,6,2,8,49.5%,200,86.0%,52.5%,49.5%,-,-,-,-,-,-,-,-
365,Eliminated,10,15,4,3,6,49.5%,200,78.5%,55.5%,49.5%,-,-,-,-,-,-,-,-
366,Eliminated,10,15,10,3,10,49.5%,200,84.0%,55.5%,49.5%,-,-,-,-,-,-,-,-
367,Eliminated,15,0,0,2,4,49.5%,200,78.5%,54.5%,49.5%,-,-,-,-,-,-,-,-
368,Eliminated,15,0,2,1,4,49.5%,200,85.0%,51.5%,49.5%,-,-,-,-,-,-,-,-
369,Eliminated,15,0,2,3,10,49.5%,200,89.0%,51.5%,49.5%,-,-,-,-,-,-,-,-
370,Eliminated,15,10,6,3,4,49.5%,200,82.0%,56.0%,49.5%,-,-,-,-,-,-,-,-
371,Eliminated,15,10,6,3,10,49.5%,200,88.0%,51.5%,49.5%,-,-,-,-,-,-,-,-
372,Eliminated,15,10,10,2,6,49.5%,200,90.0%,55.0%,49.5%,-,-,-,-,-,-,-,-
373,Eliminated,15,20,6,2,4,49.5%,200,75.5%,51.5%,49.5%,-,-,-,-,-,-,-,-
374,Eliminated,20,0,4,3,8,49.5%,200,94.5%,51.5%,49.5%,-,-,-,-,-,-,-,-
375,Eliminated,20,0,8,3,6,49.5%,200,97.0%,66.0%,49.5%,-,-,-,-,-,-,-,-
376,Eliminated,20,5,2,3,4,49.5%,200,80.5%,52.0%,49.5%,-,-,-,-,-,-,-,-
377,Eliminated,20,5,10,3,4,49.5%,200,85.0%,60.0%,49.5%,-,-,-,-,-,-,-,-
378,Eliminated,20,10,4,3,4,49.5%,200,83.5%,60.0%,49.5%,-,-,-,-,-,-,-,-
379,Eliminated,20,15,4,2,4,49.5%,200,75.5%,57.0%,49.5%,-,-,-,-,-,-,-,-
380,Eliminated,0,0,2,2,10,49.0%,200,82.5%,57.5%,49.0%,-,-,-,-,-,-,-,-
381,Eliminated,0,0,6,2,10,49.0%,200,91.0%,51.5%,49.0%,-,-,-,-,-,-,-,-
382,Eliminated,0,0,8,2,6,49.0%,200,89.0%,57.0%,49.0%,-,-,-,-,-,-,-,-
383,Eliminated,0,5,4,3,6,49.0%,200,84.5%,59.0%,49.0%,-,-,-,-,-,-,-,-
384,Eliminated,0,20,4,3,4,49.0%,200,77.5%,53.5%,49.0%,-,-,-,-,-,-,-,-
385,Eliminated,5,0,0,3,10,49.0%,200,86.0%,54.5%,49.0%,-,-,-,-,-,-,-,-
386,Eliminated,5,5,10,2,4,49.0%,200,76.5%,51.5%,49.0%,-,-,-,-,-,-,-,-
387,Eliminated,10,0,0,2,10,49.0%,200,86.5%,58.5%,49.0%,-,-,-,-,-,-,-,-
388,Eliminated,10,10,4,3,4,49.0%,200,74.5%,62.0%,49.0%,-,-,-,-,-,-,-,-
389,Eliminated,10,20,10,3,6,49.0%,200,82.0%,54.0%,49.0%,-,-,-,-,-,-,-,-
390,Eliminated,15,0,0,2,8,49.0%,200,86.5%,52.5%,49.0%,-,-,-,-,-,-,-,-
391,Eliminated,15,0,2,2,8,49.0%,200,91.5%,55.0%,49.0%,-,-,-,-,-,-,-,-
392,Eliminated,15,0,4,3,6,49.0%,200,92.5%,57.5%,49.0%,-,-,-,-,-,-,-,-
393,Eliminated,15,0,6,3,8,49.0%,200,97.0%,58.0%,49.0%,-,-,-,-,-,-,-,-
394,Eliminated,15,0,8,1,8,49.0%,200,94.0%,51.0%,49.0%,-,-,-,-,-,-,-,-
395,Eliminated,15,0,10,2,4,49.0%,200,92.5%,58.0%,49.0%,-,-,-,-,-,-,-,-
396,Eliminated,15,5,6,3,6,49.0%,200,88.0%,57.5%,49.0%,-,-,-,-,-,-,-,-
397,Eliminated,15,10,10,3,4,49.0%,200,79.5%,59.5%,49.0%,-,-,-,-,-,-,-,-
398,Eliminated,15,10,10,3,10,49.0%,200,83.5%,52.5%,49.0%,-,-,-,-,-,-,-,-
399,Eliminated,15,15,10,3,10,49.0%,200,85.0%,56.5%,49.0%,-,-,-,-,-,-,-,-
400,Eliminated,15,20,10,2,8,49.0%,200,83.0%,53.0%,49.0%,-,-,-,-,-,-,-,-
401,Eliminated,20,5,4,2,8,49.0%,200,88.5%,62.5%,49.0%,-,-,-,-,-,-,-,-
402,Eliminated,20,5,4,3,2,49.0%,200,79.5%,52.5%,49.0%,-,-,-,-,-,-,-,-
403,Eliminated,20,10,4,2,8,49.0%,200,80.5%,55.0%,49.0%,-,-,-,-,-,-,-,-
404,Eliminated,20,15,4,3,4,49.0%,200,75.0%,58.5%,49.0%,-,-,-,-,-,-,-,-
405,Eliminated,20,15,10,3,8,48.7%,199,83.0%,59.5%,48.7%,-,-,-,-,-,-,-,-
406,Eliminated,0,15,8,3,6,48.5%,200,80.5%,55.0%,48.5%,-,-,-,-,-,-,-,-
407,Eliminated,0,15,8,3,8,48.5%,200,77.5%,51.5%,48.5%,-,-,-,-,-,-,-,-
408,Eliminated,0,15,10,3,4,48.5%,200,71.0%,54.0%,48.5%,-,-,-,-,-,-,-,-
409,Eliminated,5,0,0,2,8,48.5%,200,84.0%,57.5%,48.5%,-,-,-,-,-,-,-,-
410,Eliminated,5,15,4,3,8,48.5%,200,80.5%,53.5%,48.5%,-,-,-,-,-,-,-,-
411,Eliminated,10,0,6,3,6,48.5%,200,95.5%,61.5%,48.5%,-,-,-,-,-,-,-,-
412,Eliminated,10,0,10,2,4,48.5%,200,88.5%,55.5%,48.5%,-,-,-,-,-,-,-,-
413,Eliminated,10,5,4,2,8,48.5%,200,88.0%,55.5%,48.5%,-,-,-,-,-,-,-,-
414,Eliminated,10,10,8,2,10,48.5%,200,89.0%,55.5%,48.5%,-,-,-,-,-,-,-,-
415,Eliminated,10,15,4,3,10,48.5%,200,79.0%,55.0%,48.5%,-,-,-,-,-,-,-,-
416,Eliminated,10,20,4,3,6,48.5%,200,82.5%,56.5%,48.5%,-,-,-,-,-,-,-,-
417,Eliminated,10,20,8,3,8,48.5%,200,86.5%,59.0%,48.5%,-,-,-,-,-,-,-,-
418,Eliminated,15,0,4,2,10,48.5%,200,96.0%,59.5%,48.5%,-,-,-,-,-,-,-,-
419,Eliminated,15,0,4,3,10,48.5%,200,95.5%,52.0%,48.5%,-,-,-,-,-,-,-,-
420,Eliminated,15,5,8,3,10,48.5%,200,91.0%,51.5%,48.5%,-,-,-,-,-,-,-,-
421,Eliminated,15,15,6,2,6,48.5%,200,84.5%,53.0%,48.5%,-,-,-,-,-,-,-,-
422,Eliminated,15,15,8,3,10,48.5%,200,82.0%,57.5%,48.5%,-,-,-,-,-,-,-,-
423,Eliminated,15,15,10,3,6,48.5%,200,83.5%,57.0%,48.5%,-,-,-,-,-,-,-,-
424,Eliminated,20,0,0,1,10,48.5%,200,89.5%,55.0%,48.5%,-,-,-,-,-,-,-,-
425,Eliminated,20,15,8,2,10,48.5%,200,86.5%,52.2%,48.5%,-,-,-,-,-,-,-,-
426,Eliminated,20,20,4,2,6,48.5%,200,75.5%,56.0%,48.5%,-,-,-,-,-,-,-,-
427,Eliminated,20,20,4,2,10,48.5%,200,81.5%,56.0%,48.5%,-,-,-,-,-,-,-,-
428,Eliminated,20,20,10,3,8,48.5%,200,82.0%,55.5%,48.5%,-,-,-,-,-,-,-,-
429,Eliminated,0,0,2,2,4,48.0%,200,74.0%,54.0%,48.0%,-,-,-,-,-,-,-,-
430,Eliminated,0,5,6,3,6,48.0%,200,82.5%,58.5%,48.0%,-,-,-,-,-,-,-,-
431,Eliminated,0,5,10,3,4,48.0%,200,79.5%,62.0%,48.0%,-,-,-,-,-,-,-,-
432,Eliminated,0,5,10,3,6,48.0%,200,84.5%,63.0%,48.0%,-,-,-,-,-,-,-,-
433,Eliminated,0,10,4,3,2,48.0%,200,74.0%,55.5%,48.0%,-,-,-,-,-,-,-,-
434,Eliminated,0,15,4,3,4,48.0%,200,76.0%,57.5%,48.0%,-,-,-,-,-,-,-,-
435,Eliminated,5,0,2,3,6,48.0%,200,84.0%,51.5%,48.0%,-,-,-,-,-,-,-,-
436,Eliminated,5,0,2,3,8,48.0%,200,87.5%,57.0%,48.0%,-,-,-,-,-,-,-,-
437,Eliminated,5,0,10,2,4,48.0%,200,87.0%,52.0%,48.0%,-,-,-,-,-,-,-,-
438,Eliminated,5,5,8,3,10,48.0%,200,87.0%,54.5%,48.0%,-,-,-,-,-,-,-,-
439,Eliminated,5,5,10,3,8,48.0%,200,87.5%,62.0%,48.0%,-,-,-,-,-,-,-,-
440,Eliminated,5,10,6,3,4,48.0%,200,78.5%,56.0%,48.0%,-,-,-,-,-,-,-,-
441,Eliminated,5,10,8,3,6,48.0%,200,82.0%,59.0%,48.0%,-,-,-,-,-,-,-,-
442,Eliminated,10,5,6,3,4,48.0%,200,87.0%,59.0%,48.0%,-,-,-,-,-,-,-,-
443,Eliminated,10,10,4,3,10,48.0%,200,80.5%,57.0%,48.0%,-,-,-,-,-,-,-,-
444,Eliminated,10,15,4,2,4,48.0%,200,75.0%,52.0%,48.0%,-,-,-,-,-,-,-,-
445,Eliminated,15,5,6,3,2,48.0%,200,79.0%,56.5%,48.0%,-,-,-,-,-,-,-,-
446,Eliminated,15,5,10,2,8,48.0%,200,91.5%,51.0%,48.0%,-,-,-,-,-,-,-,-
447,Eliminated,15,5,10,2,10,48.0%,200,84.5%,54.5%,48.0%,-,-,-,-,-,-,-,-
448,Eliminated,20,0,4,3,4,48.0%,200,90.0%,53.0%,48.0%,-,-,-,-,-,-,-,-
449,Eliminated,20,10,4,2,4,48.0%,200,84.5%,65.5%,48.0%,-,-,-,-,-,-,-,-
450,Eliminated,20,20,10,2,8,48.0%,200,87.5%,52.5%,48.0%,-,-,-,-,-,-,-,-
451,Eliminated,0,5,4,2,4,47.5%,200,83.0%,62.0%,47.5%,-,-,-,-,-,-,-,-
452,Eliminated,0,5,4,3,2,47.5%,200,78.5%,56.5%,47.5%,-,-,-,-,-,-,-,-
453,Eliminated,0,10,4,3,8,47.5%,200,72.5%,52.5%,47.5%,-,-,-,-,-,-,-,-
454,Eliminated,5,0,6,2,4,47.5%,200,88.0%,57.0%,47.5%,-,-,-,-,-,-,-,-
