# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
204,Eliminated,10,10,6,1,10,32.0%,100,0.00,88.0%,45.0%,36.0%,32.0%,-,-,-,-,-,-,-
205,Eliminated,10,15,6,1,8,32.0%,100,0.00,81.0%,49.0%,36.0%,32.0%,-,-,-,-,-,-,-
206,Eliminated,10,15,8,2,8,32.0%,100,0.00,88.0%,37.0%,55.0%,32.0%,-,-,-,-,-,-,-
207,Eliminated,15,10,8,1,10,32.0%,100,0.00,86.0%,54.0%,44.0%,32.0%,-,-,-,-,-,-,-
208,Eliminated,20,10,10,2,8,32.0%,100,0.00,83.0%,39.0%,35.0%,32.0%,-,-,-,-,-,-,-
209,Eliminated,20,15,8,1,8,32.0%,100,0.00,85.0%,41.0%,34.0%,32.0%,-,-,-,-,-,-,-
210,Eliminated,20,10,4,1,4,31.7%,101,0.00,74.0%,39.0%,34.0%,31.7%,-,-,-,-,-,-,-
211,Eliminated,20,20,10,2,8,31.7%,101,0.00,88.0%,35.0%,37.0%,31.7%,-,-,-,-,-,-,-
212,Eliminated,0,0,4,1,10,31.0%,100,0.00,83.0%,37.0%,37.0%,31.0%,-,-,-,-,-,-,-
213,Eliminated,0,0,8,1,8,31.0%,100,0.00,86.0%,55.0%,33.0%,31.0%,-,-,-,-,-,-,-
214,Eliminated,0,5,6,3,10,31.0%,100,0.00,82.0%,33.0%,37.0%,31.0%,-,-,-,-,-,-,-
215,Eliminated,0,10,8,3,6,31.0%,100,0.00,73.0%,50.0%,35.0%,31.0%,-,-,-,-,-,-,-
216,Eliminated,0,15,6,2,4,31.0%,100,0.00,68.0%,38.0%,41.0%,31.0%,-,-,-,-,-,-,-
217,Eliminated,0,15,6,2,6,31.0%,100,0.00,77.0%,42.0%,37.0%,31.0%,-,-,-,-,-,-,-
218,Eliminated,5,0,6,2,6,31.0%,100,0.00,89.0%,36.0%,34.0%,31.0%,-,-,-,-,-,-,-
219,Eliminated,5,10,6,2,6,31.0%,100,0.00,82.0%,42.0%,38.0%,31.0%,-,-,-,-,-,-,-
220,Eliminated,5,10,6,2,10,31.0%,100,0.00,84.0%,42.0%,38.0%,31.0%,-,-,-,-,-,-,-
221,Eliminated,5,15,8,2,10,31.0%,100,0.00,91.0%,43.0%,34.0%,31.0%,-,-,-,-,-,-,-
222,Eliminated,5,15,10,3,10,31.0%,100,0.00,82.0%,36.6%,39.0%,31.0%,-,-,-,-,-,-,-
223,Eliminated,5,20,8,1,10,31.0%,100,0.00,86.0%,54.0%,38.0%,31.0%,-,-,-,-,-,-,-
224,Eliminated,10,10,8,2,8,31.0%,100,0.00,83.0%,43.0%,34.0%,31.0%,-,-,-,-,-,-,-
225,Eliminated,10,10,10,2,10,31.0%,100,0.00,86.0%,38.0%,37.0%,31.0%,-,-,-,-,-,-,-
226,Eliminated,10,15,6,3,8,31.0%,100,0.00,83.0%,34.0%,37.0%,31.0%,-,-,-,-,-,-,-
227,Eliminated,15,10,10,3,8,31.0%,100,0.00,90.0%,36.0%,37.0%,31.0%,-,-,-,-,-,-,-
228,Eliminated,15,20,6,1,8,31.0%,100,0.00,89.0%,54.0%,44.0%,31.0%,-,-,-,-,-,-,-
229,Eliminated,15,20,8,1,4,31.0%,100,0.00,71.0%,36.0%,34.0%,31.0%,-,-,-,-,-,-,-
230,Eliminated,20,5,10,3,8,31.0%,100,0.00,88.0%,43.0%,38.0%,31.0%,-,-,-,-,-,-,-
231,Eliminated,20,10,6,1,10,31.0%,100,0.00,88.0%,57.0%,35.0%,31.0%,-,-,-,-,-,-,-
232,Eliminated,20,10,8,1,8,31.0%,100,0.00,83.0%,47.0%,39.0%,31.0%,-,-,-,-,-,-,-
233,Eliminated,20,20,10,3,10,31.0%,100,0.00,90.0%,42.0%,42.0%,31.0%,-,-,-,-,-,-,-
234,Eliminated,0,0,10,2,6,30.0%,100,0.00,87.0%,36.0%,34.0%,30.0%,-,-,-,-,-,-,-
235,Eliminated,0,5,4,2,6,30.0%,100,0.00,73.0%,33.0%,34.0%,30.0%,-,-,-,-,-,-,-
236,Eliminated,0,5,8,1,8,30.0%,100,0.00,84.0%,34.0%,45.0%,30.0%,-,-,-,-,-,-,-
237,Eliminated,0,20,8,3,6,30.0%,100,0.00,74.0%,41.0%,42.0%,30.0%,-,-,-,-,-,-,-
238,Eliminated,5,0,10,1,4,30.0%,100,0.00,77.0%,34.0%,35.0%,30.0%,-,-,-,-,-,-,-
239,Eliminated,5,5,6,2,10,30.0%,100,0.00,80.0%,34.0%,35.0%,30.0%,-,-,-,-,-,-,-
240,Eliminated,5,5,8,1,8,30.0%,100,0.00,87.0%,51.0%,34.7%,30.0%,-,-,-,-,-,-,-
241,Eliminated,5,20,8,2,6,30.0%,100,0.00,75.0%,45.0%,34.0%,30.0%,-,-,-,-,-,-,-
242,Eliminated,10,5,6,1,8,30.0%,100,0.00,82.0%,47.0%,35.0%,30.0%,-,-,-,-,-,-,-
243,Eliminated,10,5,6,2,10,30.0%,100,0.00,90.0%,41.0%,40.0%,30.0%,-,-,-,-,-,-,-
244,Eliminated,10,5,8,1,10,30.0%,100,0.00,87.0%,45.0%,34.7%,30.0%,-,-,-,-,-,-,-
245,Eliminated,10,5,10,1,8,30.0%,100,0.00,76.0%,48.0%,35.0%,30.0%,-,-,-,-,-,-,-
246,Eliminated,10,15,10,3,6,30.0%,100,0.00,74.0%,35.6%,34.0%,30.0%,-,-,-,-,-,-,-
247,Eliminated,10,15,10,3,10,30.0%,100,0.00,90.0%,47.0%,37.0%,30.0%,-,-,-,-,-,-,-
248,Eliminated,10,20,6,2,10,30.0%,100,0.00,85.0%,49.0%,35.0%,30.0%,-,-,-,-,-,-,-
249,Eliminated,15,5,10,3,8,30.0%,100,0.00,87.0%,36.0%,39.0%,30.0%,-,-,-,-,-,-,-
250,Eliminated,15,10,6,3,6,30.0%,100,0.00,77.0%,36.0%,38.0%,30.0%,-,-,-,-,-,-,-
251,Eliminated,15,15,6,1,10,30.0%,100,0.00,88.0%,40.0%,35.0%,30.0%,-,-,-,-,-,-,-
252,Eliminated,15,15,8,3,10,30.0%,100,0.00,87.0%,46.0%,34.0%,30.0%,-,-,-,-,-,-,-
253,Eliminated,15,20,6,1,4,30.0%,100,0.00,83.0%,37.0%,38.0%,30.0%,-,-,-,-,-,-,-
254,Eliminated,15,20,6,2,10,30.0%,100,0.00,83.0%,45.0%,37.0%,30.0%,-,-,-,-,-,-,-
255,Eliminated,20,5,6,2,10,30.0%,100,0.00,87.0%,40.0%,35.0%,30.0%,-,-,-,-,-,-,-
256,Eliminated,20,5,6,3,8,30.0%,100,0.00,86.0%,40.0%,35.0%,30.0%,-,-,-,-,-,-,-
257,Eliminated,20,10,6,1,8,30.0%,100,0.00,86.0%,49.0%,39.0%,30.0%,-,-,-,-,-,-,-
258,Eliminated,15,10,10,2,8,29.7%,101,0.00,82.0%,34.0%,38.0%,29.7%,-,-,-,-,-,-,-
259,Eliminated,20,10,8,1,4,29.7%,101,0.00,77.0%,42.0%,42.0%,29.7%,-,-,-,-,-,-,-
260,Eliminated,0,15,8,3,6,29.0%,100,0.00,85.0%,47.0%,36.0%,29.0%,-,-,-,-,-,-,-
261,Eliminated,0,20,6,2,8,29.0%,100,0.00,91.0%,41.0%,35.0%,29.0%,-,-,-,-,-,-,-
262,Eliminated,5,15,6,2,10,29.0%,100,0.00,87.0%,38.0%,39.0%,29.0%,-,-,-,-,-,-,-
263,Eliminated,5,20,8,1,4,29.0%,100,0.00,68.0%,43.0%,40.6%,29.0%,-,-,-,-,-,-,-
264,Eliminated,10,15,8,1,10,29.0%,100,0.00,84.0%,48.0%,43.0%,29.0%,-,-,-,-,-,-,-
265,Eliminated,10,15,10,1,4,29.0%,100,0.00,76.0%,37.0%,39.0%,29.0%,-,-,-,-,-,-,-
266,Eliminated,10,20,6,3,8,29.0%,100,0.00,82.0%,37.0%,35.0%,29.0%,-,-,-,-,-,-,-
267,Eliminated,15,5,8,1,4,29.0%,100,0.00,71.0%,43.0%,36.0%,29.0%,-,-,-,-,-,-,-
268,Eliminated,15,5,8,2,10,29.0%,100,0.00,93.0%,48.0%,39.0%,29.0%,-,-,-,-,-,-,-
269,Eliminated,15,10,6,1,8,29.0%,100,0.00,85.0%,48.0%,43.0%,29.0%,-,-,-,-,-,-,-
270,Eliminated,15,15,8,1,4,29.0%,100,0.00,74.0%,45.0%,38.0%,29.0%,-,-,-,-,-,-,-
271,Eliminated,15,15,8,1,10,29.0%,100,0.00,89.0%,56.0%,39.0%,29.0%,-,-,-,-,-,-,-
272,Eliminated,0,0,4,3,10,28.0%,100,0.00,87.0%,35.0%,34.0%,28.0%,-,-,-,-,-,-,-
273,Eliminated,0,10,6,3,6,28.0%,100,0.00,74.0%,43.0%,35.0%,28.0%,-,-,-,-,-,-,-
274,Eliminated,0,20,8,1,8,28.0%,100,0.00,81.0%,40.0%,33.7%,28.0%,-,-,-,-,-,-,-
275,Eliminated,0,20,8,2,8,28.0%,100,0.00,88.0%,43.0%,42.0%,28.0%,-,-,-,-,-,-,-
276,Eliminated,5,15,10,3,8,28.0%,100,0.00,92.0%,48.0%,35.0%,28.0%,-,-,-,-,-,-,-
277,Eliminated,10,5,8,3,4,28.0%,100,0.00,83.0%,36.0%,35.0%,28.0%,-,-,-,-,-,-,-
278,Eliminated,10,5,10,1,4,28.0%,100,0.00,73.0%,51.0%,39.0%,28.0%,-,-,-,-,-,-,-
279,Eliminated,10,20,10,2,8,28.0%,100,0.00,84.0%,45.0%,40.0%,28.0%,-,-,-,-,-,-,-
280,Eliminated,15,5,8,1,8,28.0%,100,0.00,85.0%,50.0%,37.0%,28.0%,-,-,-,-,-,-,-
281,Eliminated,15,5,10,3,10,28.0%,100,0.00,89.0%,34.0%,34.0%,28.0%,-,-,-,-,-,-,-
282,Eliminated,15,20,6,1,10,28.0%,100,0.00,84.0%,45.0%,41.0%,28.0%,-,-,-,-,-,-,-
283,Eliminated,15,20,10,3,10,28.0%,100,0.00,83.0%,49.0%,36.0%,28.0%,-,-,-,-,-,-,-
284,Eliminated,20,10,6,2,10,28.0%,100,0.00,89.0%,37.0%,42.0%,28.0%,-,-,-,-,-,-,-
285,Eliminated,20,15,8,1,6,28.0%,100,0.00,81.0%,47.0%,45.0%,28.0%,-,-,-,-,-,-,-
286,Eliminated,20,20,8,3,10,28.0%,100,0.00,91.0%,40.0%,36.0%,28.0%,-,-,-,-,-,-,-
287,Eliminated,20,10,10,1,6,27.7%,101,0.00,73.0%,48.0%,34.0%,27.7%,-,-,-,-,-,-,-
288,Eliminated,0,15,4,3,8,27.0%,100,0.00,73.0%,33.0%,34.0%,27.0%,-,-,-,-,-,-,-
289,Eliminated,5,10,6,1,6,27.0%,100,0.00,74.0%,46.0%,42.0%,27.0%,-,-,-,-,-,-,-
290,Eliminated,5,10,6,3,8,27.0%,100,0.00,89.0%,37.0%,36.0%,27.0%,-,-,-,-,-,-,-
291,Eliminated,10,5,10,1,6,27.0%,100,0.00,78.0%,44.0%,36.0%,27.0%,-,-,-,-,-,-,-
292,Eliminated,10,5,10,2,8,27.0%,100,0.00,89.0%,42.0%,40.6%,27.0%,-,-,-,-,-,-,-
293,Eliminated,10,10,4,1,6,27.0%,100,0.00,78.0%,35.0%,36.0%,27.0%,-,-,-,-,-,-,-
294,Eliminated,10,15,6,1,10,27.0%,100,0.00,84.0%,54.0%,41.0%,27.0%,-,-,-,-,-,-,-
295,Eliminated,10,20,8,3,8,27.0%,100,0.00,89.0%,35.0%,41.0%,27.0%,-,-,-,-,-,-,-
296,Eliminated,15,10,4,1,10,27.0%,100,0.00,82.0%,47.0%,37.6%,27.0%,-,-,-,-,-,-,-
297,Eliminated,15,10,8,3,8,27.0%,100,0.00,91.0%,43.0%,39.0%,27.0%,-,-,-,-,-,-,-
298,Eliminated,15,10,10,1,4,27.0%,100,0.00,77.0%,49.0%,35.0%,27.0%,-,-,-,-,-,-,-
299,Eliminated,15,15,6,1,8,27.0%,100,0.00,90.0%,40.0%,35.0%,27.0%,-,-,-,-,-,-,-
300,Eliminated,15,15,10,2,6,27.0%,100,0.00,75.0%,38.0%,36.0%,27.0%,-,-,-,-,-,-,-
301,Eliminated,15,20,8,1,10,27.0%,100,0.00,83.0%,52.0%,42.0%,27.0%,-,-,-,-,-,-,-
302,Eliminated,20,5,6,3,6,27.0%,100,0.00,80.0%,38.0%,34.0%,27.0%,-,-,-,-,-,-,-
303,Eliminated,0,0,4,1,8,26.0%,100,0.00,83.0%,43.0%,45.0%,26.0%,-,-,-,-,-,-,-
304,Eliminated,5,0,8,1,6,26.0%,100,0.00,90.0%,43.0%,38.0%,26.0%,-,-,-,-,-,-,-
305,Eliminated,5,20,6,3,10,26.0%,100,0.00,85.0%,36.0%,41.0%,26.0%,-,-,-,-,-,-,-
306,Eliminated,10,5,4,1,8,26.0%,100,0.00,80.0%,37.0%,34.0%,26.0%,-,-,-,-,-,-,-
307,Eliminated,10,5,10,3,10,26.0%,100,0.00,96.0%,35.0%,35.0%,26.0%,-,-,-,-,-,-,-
308,Eliminated,10,20,8,1,8,26.0%,100,0.00,86.0%,48.0%,45.0%,26.0%,-,-,-,-,-,-,-
309,Eliminated,15,10,6,2,6,26.0%,100,0.00,77.0%,37.0%,40.0%,26.0%,-,-,-,-,-,-,-
310,Eliminated,20,10,6,3,8,26.0%,100,0.00,85.0%,35.0%,35.0%,26.0%,-,-,-,-,-,-,-
311,Eliminated,20,15,6,1,8,26.0%,100,0.00,89.0%,35.0%,45.0%,26.0%,-,-,-,-,-,-,-
312,Eliminated,5,5,4,1,10,25.0%,100,0.00,77.0%,42.0%,35.0%,25.0%,-,-,-,-,-,-,-
313,Eliminated,5,15,6,2,6,25.0%,100,0.00,83.0%,46.1%,39.0%,25.0%,-,-,-,-,-,-,-
314,Eliminated,15,10,6,1,6,25.0%,100,0.00,78.0%,51.5%,38.0%,25.0%,-,-,-,-,-,-,-
315,Eliminated,15,15,10,3,6,25.0%,100,0.00,74.0%,35.0%,38.0%,25.0%,-,-,-,-,-,-,-
316,Eliminated,15,20,6,1,6,25.0%,100,0.00,83.0%,47.0%,43.0%,25.0%,-,-,-,-,-,-,-
317,Eliminated,15,20,10,1,8,25.0%,100,0.00,76.0%,57.0%,40.0%,25.0%,-,-,-,-,-,-,-
318,Eliminated,20,20,10,1,6,25.0%,100,0.00,84.0%,39.0%,38.6%,25.0%,-,-,-,-,-,-,-
319,Eliminated,15,20,10,2,10,24.8%,101,0.00,88.0%,43.0%,37.0%,24.8%,-,-,-,-,-,-,-
320,Eliminated,10,20,8,1,4,24.0%,100,0.00,74.0%,45.0%,35.0%,24.0%,-,-,-,-,-,-,-
321,Eliminated,15,10,8,2,6,24.0%,100,0.00,84.0%,38.0%,34.0%,24.0%,-,-,-,-,-,-,-
322,Eliminated,5,20,8,3,6,23.8%,101,0.00,79.0%,39.0%,40.0%,23.8%,-,-,-,-,-,-,-
323,Eliminated,15,10,6,3,8,23.0%,100,0.00,81.0%,37.0%,39.0%,23.0%,-,-,-,-,-,-,-
324,Eliminated,20,5,4,1,6,23.0%,100,0.00,85.0%,39.0%,34.0%,23.0%,-,-,-,-,-,-,-
325,Eliminated,20,5,10,2,6,23.0%,100,0.00,80.0%,34.7%,35.0%,23.0%,-,-,-,-,-,-,-
326,Eliminated,20,10,10,1,4,23.0%,100,0.00,84.0%,37.0%,35.0%,23.0%,-,-,-,-,-,-,-
327,Eliminated,20,20,10,2,6,23.0%,100,0.00,83.0%,35.0%,35.0%,23.0%,-,-,-,-,-,-,-
328,Eliminated,20,15,4,1,4,22.8%,101,0.00,76.0%,34.0%,34.0%,22.8%,-,-,-,-,-,-,-
329,Eliminated,15,15,10,3,8,22.0%,100,0.00,90.0%,38.0%,37.0%,22.0%,-,-,-,-,-,-,-
330,Eliminated,5,20,8,1,6,21.0%,100,0.00,78.0%,51.0%,43.0%,21.0%,-,-,-,-,-,-,-
331,Eliminated,10,0,8,1,10,21.0%,100,0.00,94.0%,37.0%,33.7%,21.0%,-,-,-,-,-,-,-
332,Eliminated,15,5,4,3,4,21.0%,100,0.00,69.0%,35.0%,40.0%,21.0%,-,-,-,-,-,-,-
333,Eliminated,15,15,10,1,10,21.0%,100,0.00,79.0%,41.0%,34.0%,21.0%,-,-,-,-,-,-,-
334,Eliminated,15,20,10,1,6,21.0%,100,0.00,77.0%,46.0%,45.0%,21.0%,-,-,-,-,-,-,-
335,Eliminated,15,15,10,1,8,20.0%,100,0.00,72.0%,37.0%,34.0%,20.0%,-,-,-,-,-,-,-
336,Eliminated,10,5,10,1,10,19.0%,100,0.00,86.0%,44.0%,34.0%,19.0%,-,-,-,-,-,-,-
337,Eliminated,10,20,10,1,10,19.0%,100,0.00,81.0%,54.0%,34.0%,19.0%,-,-,-,-,-,-,-
338,Eliminated,0,15,4,3,10,33.0%,100,0.00,75.0%,33.0%,33.0%,-,-,-,-,-,-,-,-
339,Eliminated,0,15,6,3,6,33.0%,100,0.00,79.0%,42.0%,33.0%,-,-,-,-,-,-,-,-
340,Eliminated,0,15,8,2,10,33.0%,100,0.00,80.0%,37.0%,33.0%,-,-,-,-,-,-,-,-
341,Eliminated,0,20,6,2,4,33.0%,100,0.00,71.0%,36.0%,33.0%,-,-,-,-,-,-,-,-
342,Eliminated,5,0,8,3,8,33.0%,100,0.00,94.0%,50.0%,33.0%,-,-,-,-,-,-,-,-
343,Eliminated,5,0,10,2,6,33.0%,100,0.00,83.0%,36.0%,33.0%,-,-,-,-,-,-,-,-
344,Eliminated,5,5,6,3,10,33.0%,100,0.00,86.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
345,Eliminated,5,5,8,1,6,33.0%,100,0.00,88.0%,45.0%,33.0%,-,-,-,-,-,-,-,-
346,Eliminated,5,5,10,3,8,33.0%,100,0.00,88.0%,37.0%,33.0%,-,-,-,-,-,-,-,-
347,Eliminated,5,10,4,1,6,33.0%,100,0.00,77.0%,44.0%,33.0%,-,-,-,-,-,-,-,-
348,Eliminated,5,10,6,1,10,33.0%,100,0.00,86.0%,46.0%,33.0%,-,-,-,-,-,-,-,-
349,Eliminated,5,10,8,1,10,33.0%,100,0.00,89.0%,40.0%,33.0%,-,-,-,-,-,-,-,-
350,Eliminated,5,10,10,1,4,33.0%,100,0.00,71.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
351,Eliminated,5,15,8,1,10,33.0%,100,0.00,94.0%,37.0%,33.0%,-,-,-,-,-,-,-,-
352,Eliminated,5,20,8,1,8,33.0%,100,0.00,83.0%,45.0%,33.0%,-,-,-,-,-,-,-,-
353,Eliminated,10,0,6,1,8,33.0%,100,0.00,92.0%,47.0%,33.0%,-,-,-,-,-,-,-,-
354,Eliminated,10,5,8,3,8,33.0%,100,0.00,84.0%,45.0%,33.0%,-,-,-,-,-,-,-,-
355,Eliminated,10,5,10,3,6,33.0%,100,0.00,70.0%,38.0%,33.0%,-,-,-,-,-,-,-,-
356,Eliminated,10,10,6,3,8,33.0%,100,0.00,83.0%,36.0%,33.0%,-,-,-,-,-,-,-,-
357,Eliminated,10,15,6,3,6,33.0%,100,0.00,81.0%,37.0%,33.0%,-,-,-,-,-,-,-,-
358,Eliminated,10,15,6,3,10,33.0%,100,0.00,85.0%,42.0%,33.0%,-,-,-,-,-,-,-,-
359,Eliminated,10,15,8,1,8,33.0%,100,0.00,91.0%,39.0%,33.0%,-,-,-,-,-,-,-,-
360,Eliminated,15,0,8,1,10,33.0%,100,0.00,96.0%,41.0%,33.0%,-,-,-,-,-,-,-,-
361,Eliminated,15,5,8,2,6,33.0%,100,0.00,89.0%,43.0%,33.0%,-,-,-,-,-,-,-,-
362,Eliminated,15,5,8,3,10,33.0%,100,0.00,90.0%,38.0%,33.0%,-,-,-,-,-,-,-,-
363,Eliminated,15,5,10,1,8,33.0%,100,0.00,75.0%,45.0%,33.0%,-,-,-,-,-,-,-,-
364,Eliminated,15,5,10,2,10,33.0%,100,0.00,95.0%,45.0%,33.0%,-,-,-,-,-,-,-,-
365,Eliminated,15,15,10,2,8,33.0%,100,0.00,90.0%,44.0%,33.0%,-,-,-,-,-,-,-,-
366,Eliminated,20,0,8,3,10,33.0%,100,0.00,98.0%,40.0%,33.0%,-,-,-,-,-,-,-,-
367,Eliminated,20,5,4,1,8,33.0%,100,0.00,83.0%,40.0%,33.0%,-,-,-,-,-,-,-,-
368,Eliminated,20,5,4,1,10,33.0%,100,0.00,83.0%,51.0%,33.0%,-,-,-,-,-,-,-,-
369,Eliminated,20,5,8,3,8,33.0%,100,0.00,93.0%,42.0%,33.0%,-,-,-,-,-,-,-,-
370,Eliminated,20,5,10,1,8,33.0%,100,0.00,82.0%,51.0%,33.0%,-,-,-,-,-,-,-,-
371,Eliminated,20,15,6,2,8,33.0%,100,0.00,88.0%,35.0%,33.0%,-,-,-,-,-,-,-,-
372,Eliminated,20,15,8,2,10,33.0%,100,0.00,93.0%,38.0%,33.0%,-,-,-,-,-,-,-,-
373,Eliminated,20,15,10,2,8,33.0%,100,0.00,83.0%,42.0%,33.0%,-,-,-,-,-,-,-,-
374,Eliminated,20,20,6,1,6,33.0%,100,0.00,77.0%,48.0%,33.0%,-,-,-,-,-,-,-,-
375,Eliminated,20,20,6,3,8,33.0%,100,0.00,77.0%,36.0%,33.0%,-,-,-,-,-,-,-,-
376,Eliminated,0,0,8,1,10,32.7%,101,0.00,86.0%,34.0%,32.7%,-,-,-,-,-,-,-,-
377,Eliminated,20,10,6,2,8,32.7%,101,0.00,84.0%,43.0%,32.7%,-,-,-,-,-,-,-,-
378,Eliminated,0,0,10,1,10,32.0%,100,0.00,75.0%,33.0%,32.0%,-,-,-,-,-,-,-,-
379,Eliminated,0,0,10,3,4,32.0%,100,0.00,69.0%,33.0%,32.0%,-,-,-,-,-,-,-,-
380,Eliminated,0,5,6,2,8,32.0%,100,0.00,89.0%,40.0%,32.0%,-,-,-,-,-,-,-,-
381,Eliminated,0,5,10,2,6,32.0%,100,0.00,82.0%,40.0%,32.0%,-,-,-,-,-,-,-,-
382,Eliminated,0,5,10,3,4,32.0%,100,0.00,76.0%,44.0%,32.0%,-,-,-,-,-,-,-,-
383,Eliminated,0,10,4,3,8,32.0%,100,0.00,84.0%,35.0%,32.0%,-,-,-,-,-,-,-,-
384,Eliminated,0,10,6,3,8,32.0%,100,0.00,86.0%,37.0%,32.0%,-,-,-,-,-,-,-,-
385,Eliminated,0,10,8,2,6,32.0%,100,0.00,86.0%,41.0%,32.0%,-,-,-,-,-,-,-,-
386,Eliminated,0,15,6,2,10,32.0%,100,0.00,85.0%,38.0%,32.0%,-,-,-,-,-,-,-,-
387,Eliminated,0,15,6,3,8,32.0%,100,0.00,80.0%,46.0%,32.0%,-,-,-,-,-,-,-,-
388,Eliminated,0,20,4,3,4,32.0%,100,0.00,67.0%,44.0%,32.0%,-,-,-,-,-,-,-,-
389,Eliminated,0,20,6,2,6,32.0%,100,0.00,77.0%,36.0%,32.0%,-,-,-,-,-,-,-,-
390,Eliminated,5,0,6,3,8,32.0%,100,0.00,90.0%,42.0%,32.0%,-,-,-,-,-,-,-,-
391,Eliminated,5,5,6,3,8,32.0%,100,0.00,92.0%,49.0%,32.0%,-,-,-,-,-,-,-,-
392,Eliminated,5,20,6,1,4,32.0%,100,0.00,73.0%,40.0%,32.0%,-,-,-,-,-,-,-,-
393,Eliminated,5,20,6,1,10,32.0%,100,0.00,89.0%,49.0%,32.0%,-,-,-,-,-,-,-,-
394,Eliminated,5,20,6,2,6,32.0%,100,0.00,78.0%,35.0%,32.0%,-,-,-,-,-,-,-,-
395,Eliminated,10,0,8,2,8,32.0%,100,0.00,91.0%,35.0%,32.0%,-,-,-,-,-,-,-,-
396,Eliminated,10,0,8,3,8,32.0%,100,0.00,94.0%,42.0%,32.0%,-,-,-,-,-,-,-,-
397,Eliminated,10,5,6,1,10,32.0%,100,0.00,88.0%,50.0%,32.0%,-,-,-,-,-,-,-,-
398,Eliminated,10,5,6,2,6,32.0%,100,0.00,85.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
399,Eliminated,10,5,10,2,6,32.0%,100,0.00,81.0%,37.0%,32.0%,-,-,-,-,-,-,-,-
400,Eliminated,15,0,8,1,8,32.0%,100,0.00,92.0%,45.0%,32.0%,-,-,-,-,-,-,-,-
401,Eliminated,15,5,6,1,4,32.0%,100,0.00,76.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
402,Eliminated,15,5,6,1,8,32.0%,100,0.00,96.0%,49.0%,32.0%,-,-,-,-,-,-,-,-
403,Eliminated,15,5,6,2,8,32.0%,100,0.00,80.0%,34.0%,32.0%,-,-,-,-,-,-,-,-
404,Eliminated,15,5,6,2,10,32.0%,100,0.00,85.0%,50.0%,32.0%,-,-,-,-,-,-,-,-
405,Eliminated,15,10,10,3,6,32.0%,100,0.00,76.0%,34.0%,32.0%,-,-,-,-,-,-,-,-
406,Eliminated,15,10,10,3,10,32.0%,100,0.00,92.0%,40.0%,32.0%,-,-,-,-,-,-,-,-
407,Eliminated,15,15,10,1,6,32.0%,100,0.00,77.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
408,Eliminated,15,20,8,1,8,32.0%,100,0.00,87.0%,48.0%,32.0%,-,-,-,-,-,-,-,-
409,Eliminated,20,5,4,2,10,32.0%,100,0.00,87.0%,36.0%,32.0%,-,-,-,-,-,-,-,-
410,Eliminated,20,5,6,1,10,32.0%,100,0.00,89.0%,52.0%,32.0%,-,-,-,-,-,-,-,-
411,Eliminated,20,5,8,1,4,32.0%,100,0.00,76.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
412,Eliminated,20,5,10,1,10,32.0%,100,0.00,85.0%,42.0%,32.0%,-,-,-,-,-,-,-,-
413,Eliminated,20,10,10,1,10,32.0%,100,0.00,78.0%,43.0%,32.0%,-,-,-,-,-,-,-,-
414,Eliminated,20,15,8,1,4,32.0%,100,0.00,72.0%,39.0%,32.0%,-,-,-,-,-,-,-,-
415,Eliminated,20,15,10,1,8,32.0%,100,0.00,78.0%,42.0%,32.0%,-,-,-,-,-,-,-,-
416,Eliminated,20,20,8,2,6,32.0%,100,0.00,86.0%,45.0%,32.0%,-,-,-,-,-,-,-,-
417,Eliminated,20,20,8,2,10,32.0%,100,0.00,87.0%,38.0%,32.0%,-,-,-,-,-,-,-,-
418,Eliminated,0,0,4,2,8,31.0%,100,0.00,82.0%,36.0%,31.0%,-,-,-,-,-,-,-,-
419,Eliminated,0,0,8,1,2,31.0%,100,0.00,68.0%,37.0%,31.0%,-,-,-,-,-,-,-,-
420,Eliminated,0,0,8,3,6,31.0%,100,0.00,86.0%,36.0%,31.0%,-,-,-,-,-,-,-,-
421,Eliminated,0,0,8,3,10,31.0%,100,0.00,92.0%,47.0%,31.0%,-,-,-,-,-,-,-,-
422,Eliminated,0,10,6,1,6,31.0%,100,0.00,83.0%,33.0%,31.0%,-,-,-,-,-,-,-,-
423,Eliminated,0,15,4,3,6,31.0%,100,0.00,73.0%,49.0%,31.0%,-,-,-,-,-,-,-,-
424,Eliminated,0,15,8,3,10,31.0%,100,0.00,85.0%,43.0%,31.0%,-,-,-,-,-,-,-,-
425,Eliminated,0,20,4,2,4,31.0%,100,0.00,76.0%,42.0%,31.0%,-,-,-,-,-,-,-,-
426,Eliminated,0,20,10,2,4,31.0%,100,0.00,69.0%,35.0%,31.0%,-,-,-,-,-,-,-,-
